event_id,compound,n_laps,observed_slope,predicted_slope
2022_22_R,HARD,19,0.04982861934114216,0.0002016232901951298
2022_22_R,HARD,11,0.06034200626959372,0.0002016232901951298
2022_22_R,HARD,29,0.042385358999409296,0.0002016232901951298
2022_22_R,HARD,10,0.020550639774449316,0.0002016232901951298
2022_22_R,MEDIUM,17,0.2903189560957248,0.0013356193667277694
2022_22_R,MEDIUM,16,0.02613236732697484,0.0013356193667277694
2022_22_R,MEDIUM,8,0.14363931699745142,0.0013356193667277694
2022_22_R,MEDIUM,4,0.11749655172413224,0.0013356193667277694
2022_22_R,MEDIUM,14,0.23650973853732288,0.0013356193667277694
2022_22_R,MEDIUM,14,0.1305471011746864,0.0013356193667277694
2022_22_R,MEDIUM,23,0.08598466275205642,0.0013356193667277694
2022_22_R,MEDIUM,10,0.20979039461161236,0.0013356193667277694
2022_22_R,MEDIUM,6,0.16569655172413672,0.0013356193667277694
2022_22_R,MEDIUM,14,0.2626036169415255,0.0013356193667277694
2022_22_R,MEDIUM,5,0.10549655172414048,0.0013356193667277694
2022_22_R,MEDIUM,8,0.1948846469622324,0.0013356193667277694
2022_22_R,MEDIUM,6,0.19003940886698903,0.0013356193667277694
2022_22_R,MEDIUM,12,0.07617949954554966,0.0013356193667277694
2022_22_R,MEDIUM,9,0.09949977753058982,0.0013356193667277694
2022_22_R,MEDIUM,10,0.10616602385407152,0.0013356193667277694
2022_22_R,MEDIUM,17,0.1309210615280583,0.0013356193667277694
2022_22_R,MEDIUM,9,0.13319890774507923,0.0013356193667277694
2022_22_R,MEDIUM,10,0.15664806687565216,0.0013356193667277694
2022_22_R,SOFT,9,0.1125715517241376,0.0012669069692492485
2022_2_R,MEDIUM,4,0.1560127659574532,0.00022559768694918603
2022_2_R,MEDIUM,7,0.09678419452887597,0.00022559768694918603
2022_2_R,MEDIUM,9,0.10482943262411516,0.00022559768694918603
2022_2_R,MEDIUM,6,-0.002872948328273135,0.00022559768694918603
2022_2_R,MEDIUM,10,0.1334733720180515,0.00022559768694918603
2022_2_R,MEDIUM,4,0.04231276595745236,0.00022559768694918603
2022_2_R,MEDIUM,4,0.06559738134205756,0.00022559768694918603
2022_2_R,MEDIUM,13,0.11658089782558122,0.00022559768694918603
2022_2_R,MEDIUM,12,-0.00838863264395351,0.00022559768694918603
2022_2_R,MEDIUM,10,0.1043097356544158,0.00022559768694918603
2022_2_R,MEDIUM,5,0.14261276595744637,0.00022559768694918603
2022_2_R,MEDIUM,4,-0.019692639447954883,0.00022559768694918603
2022_2_R,HARD,4,-0.08128723404255382,2.5867631848086603e-05
2022_2_R,HARD,7,0.12639133738602013,2.5867631848086603e-05
2022_2_R,HARD,11,-0.004487234042551157,2.5867631848086603e-05
2022_2_R,HARD,12,-0.002598094653870192,2.5867631848086603e-05
2022_2_R,HARD,19,0.03552037912617295,2.5867631848086603e-05
2022_2_R,HARD,13,-0.01854307942706454,2.5867631848086603e-05
2022_2_R,HARD,17,-0.025400214811782357,2.5867631848086603e-05
2022_2_R,HARD,9,-0.01650890070922288,2.5867631848086603e-05
2022_2_R,HARD,14,0.016139093969056342,2.5867631848086603e-05
2022_2_R,HARD,19,0.014113186261359795,2.5867631848086603e-05
2022_2_R,HARD,17,0.01054969185206389,2.5867631848086603e-05
2022_2_R,HARD,15,0.001571737437345204,2.5867631848086603e-05
2022_2_R,HARD,15,0.028090722438053294,2.5867631848086603e-05
2022_3_R,HARD,14,-0.028134531078409915,0.00527195306494832
2022_3_R,HARD,9,0.0294753396029243,0.00527195306494832
2022_3_R,HARD,5,0.26209655172413016,0.00527195306494832
2022_3_R,HARD,7,0.08879510244878193,0.00527195306494832
2022_3_R,HARD,9,0.03264042427315705,0.00527195306494832
2022_3_R,HARD,8,0.034384646962237156,0.00527195306494832
2022_3_R,HARD,15,0.013370726760004878,0.00527195306494832
2022_3_R,HARD,27,0.01209463119196712,0.00527195306494832
2022_3_R,HARD,6,0.002633314205227109,0.00527195306494832
